active_days,avg_session_minutes,avg_time_per_question,avg_topic_mastery,hard_accuracy_percent,hidden_ability,max_streak,original_profile_target_grade,original_profile_target_score,overall_accuracy,overall_accuracy_percent,paper1_accuracy,paper1_accuracy_percent,paper2_accuracy,paper2_accuracy_percent,persona,recent_accuracy,recent_accuracy_percent,score_ratio_percent,strong_topic_count,study_consistency_score,synthetic_student_index,target_grade,target_score,total_questions_attempted,total_sessions,total_study_minutes,user_id,weak_topic_count
43,9.65,87.16,64.49,47.17,0.7794,4,A,81.47,0.602,60.2,0.6057,60.57,0.5714,57.14,Consistent Climber,0.65,65.0,64.15,2,94,1701,A-,78.4,392,73,704.58,16463,2
11,16.85,166.78,12.13,5.0,0.3278,3,G,25,0.1186,11.86,0.1739,17.39,0.0833,8.33,Fresh Starter,0.0,0.0,23.43,0,44,1702,G,23.18,59,11,185.38,16464,8
35,9.72,84.35,42.56,18.42,0.576,5,C,52.53,0.4076,40.76,0.4149,41.49,0.3478,34.78,Flexible Learner,0.45,45.0,45.36,0,54,1703,C,52.89,211,38,369.53,16465,9
22,12.6,109.85,64.57,38.71,0.74,2,B+,68.96,0.5551,55.51,0.5988,59.88,0.4182,41.82,Weekend Learner,0.6,60.0,61.58,3,54,1704,A-,70.03,227,39,491.42,16466,2
8,21.5,198.0,14.76,0.0,0.5049,3,G,34.09,0.125,12.5,0.2381,23.81,0.037,3.7,Fresh Starter,0.1,10.0,20.68,0,12,1705,G,20,48,8,172.02,16467,7
28,9.79,89.66,39.59,27.5,0.619,3,C+,56.07,0.3855,38.55,0.411,41.1,0.125,12.5,Flexible Learner,0.2,20.0,38.32,0,70,1706,D,48.2,179,33,323.05,16468,11
49,14.4,156.53,66.03,44.8,0.8464,5,A,85.9,0.6233,62.33,0.7197,71.97,0.5519,55.19,Consistent Climber,0.55,55.0,78.6,3,94,1707,A+,91.14,369,77,1109.17,16469,0
35,10.15,108.94,44.34,30.3,0.5768,6,C+,56.89,0.4222,42.22,0.5377,53.77,0.2568,25.68,Flexible Learner,0.35,35.0,53.18,2,100,1708,B,63.85,180,39,395.77,16470,9
51,16.46,152.22,73.23,56.22,0.9125,6,A+,94.28,0.6632,66.32,0.6931,69.31,0.6212,62.12,High Achiever,0.75,75.0,76.96,8,94,1709,A,86.79,475,83,1366.15,16471,1
35,11.66,104.95,30.34,15.79,0.4821,5,D,48.29,0.3089,30.89,0.3365,33.65,0.1875,18.75,Flexible Learner,0.35,35.0,34.08,0,94,1710,D,48.37,259,46,536.15,16472,15
28,15.36,146.46,53.26,23.53,0.63,4,C+,56.83,0.4294,42.94,0.5385,53.85,0.314,31.4,Deep Focus Learner,0.35,35.0,51.24,3,54,1711,C+,57.29,177,32,491.63,16473,8
14,15.2,181.84,17.08,0.0,0.4772,1,G,35.12,0.082,8.2,0.1333,13.33,0.0652,6.52,Fresh Starter,0.1,10.0,14.57,0,21,1712,G,20,61,14,212.77,16474,7
25,17.57,174.46,42.62,22.45,0.6028,3,C+,55.73,0.4,40.0,0.5172,51.72,0.3117,31.17,Deep Focus Learner,0.6,60.0,56.26,1,54,1713,C+,56.1,135,25,439.25,16475,7
39,10.92,100.41,72.24,54.55,0.8447,4,A,85.79,0.6617,66.17,0.6854,68.54,0.5714,57.14,High Achiever,0.55,55.0,73.36,8,70,1714,A,82.13,269,50,545.8,16476,2
39,13.25,128.41,69.9,51.43,0.8418,4,A,88.38,0.6575,65.75,0.6859,68.59,0.6176,61.76,Consistent Climber,0.5,50.0,79.39,4,82,1715,A,85.84,327,61,807.98,16477,1
21,14.46,133.52,54.85,38.71,0.7259,2,B+,69.24,0.5233,52.33,0.531,53.1,0.5125,51.25,Weekend Learner,0.45,45.0,65.85,0,54,1716,B+,66.03,193,34,491.62,16478,3
37,15.02,154.63,71.2,52.81,0.8367,5,A,87.27,0.662,66.2,0.7396,73.96,0.623,62.3,Consistent Climber,0.55,55.0,79.84,6,42,1717,A,80.5,287,57,856.22,16479,1
24,17.27,142.85,44.67,25.0,0.6277,2,C+,57.63,0.3693,36.93,0.4455,44.55,0.2667,26.67,Deep Focus Learner,0.2,20.0,44.96,1,54,1718,C,52.79,176,27,466.42,16480,9
42,10.84,95.57,43.8,31.34,0.55,5,C,53.69,0.3646,36.46,0.3852,38.52,0.2121,21.21,Flexible Learner,0.25,25.0,39.82,1,90,1719,C+,55.85,277,48,520.18,16481,9
38,11.93,133.93,47.56,39.36,0.7009,4,A-,70.19,0.4624,46.24,0.4533,45.33,0.4729,47.29,Consistent Climber,0.4,40.0,57.84,0,86,1720,B+,65.1,279,62,739.72,16482,7
17,13.27,150.92,49.11,33.33,0.7205,2,B+,67.37,0.4624,46.24,0.4615,46.15,0.463,46.3,Deep Focus Learner,0.6,60.0,62.76,2,41,1721,B,63.3,93,21,278.7,16483,7
22,12.75,132.23,32.76,22.22,0.4889,2,D,46.7,0.3108,31.08,0.4,40.0,0.1905,19.05,Weekend Learner,0.3,30.0,38.56,0,42,1722,E,44.43,148,30,382.62,16484,12
48,12.32,123.04,68.79,49.56,0.8763,4,A,85.94,0.6105,61.05,0.6825,68.25,0.4962,49.62,High Achiever,0.75,75.0,72.38,5,94,1723,A,84.32,344,68,837.77,16485,2
50,12.93,126.59,57.49,41.79,0.7866,5,A-,79.28,0.5411,54.11,0.5784,57.84,0.4726,47.26,Consistent Climber,0.65,65.0,64.66,2,94,1724,A-,73.59,414,79,1021.18,16486,6
21,14.83,145.16,40.74,9.09,0.5651,3,C,54.21,0.4034,40.34,0.4835,48.35,0.3176,31.76,Weekend Learner,0.45,45.0,48.92,1,78,1725,C+,56.33,176,33,489.33,16487,11
21,12.88,130.91,29.19,10.91,0.4631,2,E,43.64,0.2933,29.33,0.3566,35.66,0.1899,18.99,Weekend Learner,0.05,5.0,33.06,0,42,1726,G,34.58,208,41,527.88,16488,13
29,10.87,92.42,35.65,19.44,0.6846,3,B+,65.37,0.3785,37.85,0.3922,39.22,0.2917,29.17,Flexible Learner,0.3,30.0,42.71,0,58,1727,D,46.52,177,31,337.08,16489,10
21,9.33,86.54,29.55,17.24,0.4383,2,G,38.45,0.2486,24.86,0.2581,25.81,0.2,20.0,Weekend Learner,0.15,15.0,28.79,0,90,1728,E,41.65,185,36,335.75,16490,14
31,11.68,121.78,45.11,13.51,0.4878,4,E,44.7,0.3438,34.38,0.3571,35.71,0.3226,32.26,Deep Focus Learner,0.25,25.0,43.83,2,94,1729,C+,58.28,160,33,385.45,16491,8
44,13.29,129.24,54.99,37.84,0.6932,4,B+,68.6,0.5265,52.65,0.6105,61.05,0.3964,39.64,Flexible Learner,0.55,55.0,60.8,0,54,1730,B+,65.67,283,54,717.65,16492,7
28,10.97,104.51,55.3,34.78,0.7317,3,B+,69.12,0.5156,51.56,0.5205,52.05,0.5,50.0,Deep Focus Learner,0.55,55.0,58.14,1,82,1731,B+,68.97,192,36,394.83,16493,5
31,12.34,106.98,42.65,24.19,0.6402,5,B,62.45,0.4145,41.45,0.4677,46.77,0.0909,9.09,Flexible Learner,0.55,55.0,43.27,0,54,1732,C,51.41,234,40,493.43,16494,9
28,15.79,180.02,34.7,16.13,0.5394,3,D,49.14,0.2658,26.58,0.3182,31.82,0.2456,24.56,Flexible Learner,0.35,35.0,42.56,1,42,1733,E,42.71,158,34,536.85,16495,11
21,12.3,99.6,54.65,34.48,0.7027,2,B+,67.39,0.5198,51.98,0.5517,55.17,0.3214,32.14,Weekend Learner,0.3,30.0,55.28,0,54,1734,B,62.85,202,32,393.58,16496,4
8,11.64,141.73,29.29,0.0,0.3669,2,G,25,0.1818,18.18,0.2727,27.27,0.1364,13.64,Fresh Starter,0.3,30.0,28.14,1,12,1735,G,28.86,33,8,93.15,16497,5
44,13.31,113.14,47.66,18.49,0.5837,4,B,63.2,0.4282,42.82,0.4832,48.32,0.1071,10.71,Consistent Climber,0.7,70.0,47.05,1,58,1736,C+,55.8,383,64,851.8,16498,8
14,13.48,158.3,52.26,22.58,0.658,2,B,63.86,0.4434,44.34,0.439,43.9,0.4462,44.62,Weekend Learner,0.25,25.0,56.36,3,57,1737,B,60.3,106,24,323.5,16499,6
20,12.08,106.1,35.67,13.04,0.4902,2,E,42.73,0.3026,30.26,0.3141,31.41,0.2564,25.64,Weekend Learner,0.45,45.0,34.57,0,42,1738,E,41.13,195,34,410.57,16500,11
20,10.53,97.64,51.92,37.5,0.7583,2,A-,74.0,0.5586,55.86,0.5938,59.38,0.3333,33.33,Deep Focus Learner,0.8,80.0,61.06,2,62,1739,B+,66.89,111,21,221.2,16501,5
49,13.64,132.81,43.01,21.37,0.6436,5,B,63.5,0.357,35.7,0.3911,39.11,0.2899,28.99,Consistent Climber,0.4,40.0,46.92,0,98,1740,C+,59.56,409,77,1049.93,16502,10
59,13.37,141.08,72.2,53.06,0.8589,6,A,89.02,0.6803,68.03,0.7475,74.75,0.6193,61.93,High Achiever,0.9,90.0,80.63,7,90,1741,A+,91.54,416,85,1136.05,16503,1
36,12.99,131.31,44.16,26.67,0.6133,3,C+,58.86,0.4336,43.36,0.4701,47.01,0.3804,38.04,Flexible Learner,0.35,35.0,57.46,1,66,1742,B,63.31,226,45,584.38,16504,7
29,12.74,126.77,61.45,54.29,0.7724,3,A-,72.22,0.6122,61.22,0.6667,66.67,0.4918,49.18,Deep Focus Learner,0.65,65.0,71.95,3,54,1743,A-,74.35,196,38,483.98,16505,3
50,12.04,112.59,66.12,50.76,0.8853,4,A,88.92,0.6501,65.01,0.6809,68.09,0.5556,55.56,High Achiever,0.6,60.0,73.01,4,90,1744,A,82.86,403,75,903.0,16506,3
8,13.79,110.0,36.22,21.43,0.5698,1,D,46.51,0.3922,39.22,0.4146,41.46,0.3,30.0,Fresh Starter,0.35,35.0,49.66,0,12,1745,D,45.05,51,8,110.35,16507,5
46,11.46,101.62,69.42,56.44,0.8478,5,A,88.69,0.6611,66.11,0.7063,70.63,0.4865,48.65,High Achiever,0.4,40.0,73.34,6,94,1746,A,85.96,360,63,722.15,16508,2
24,13.28,129.81,33.81,16.36,0.4888,2,E,43.64,0.25,25.0,0.2653,26.53,0.2154,21.54,Weekend Learner,0.15,15.0,31.17,1,66,1747,E,41.04,212,40,531.27,16509,11
25,15.52,172.0,46.6,25.0,0.6343,2,B,61.04,0.3982,39.82,0.569,56.9,0.3393,33.93,Weekend Learner,0.35,35.0,54.56,0,78,1748,B,62.59,226,48,744.75,16510,10
30,12.71,129.06,33.57,14.29,0.5383,5,C,52.77,0.3135,31.35,0.3577,35.77,0.1875,18.75,Flexible Learner,0.45,45.0,35.7,0,66,1749,D,47.24,185,37,470.1,16511,10
21,20.41,204.28,58.91,37.1,0.8017,2,A-,76.95,0.4912,49.12,0.6111,61.11,0.4688,46.88,Deep Focus Learner,0.5,50.0,72.38,3,54,1750,A-,71.48,114,21,428.53,16512,4
45,17.7,172.6,68.84,57.93,0.9319,4,A+,93.2,0.6761,67.61,0.7197,71.97,0.6502,65.02,High Achiever,0.5,50.0,83.68,2,70,1751,A,85.53,355,64,1132.85,16513,1
39,10.07,93.8,67.02,50.0,0.8073,5,A,86.35,0.6574,65.74,0.6765,67.65,0.5686,56.86,Consistent Climber,0.65,65.0,73.05,2,66,1752,A,80.15,289,55,553.77,16514,2
39,17.62,165.43,50.27,39.2,0.7619,4,A-,76.25,0.5052,50.52,0.595,59.5,0.4405,44.05,Consistent Climber,0.3,30.0,70.81,1,66,1753,B+,68.65,289,51,898.82,16515,8
46,15.47,142.9,71.43,50.31,0.8564,5,A,89.25,0.6741,67.41,0.7436,74.36,0.5789,57.89,Consistent Climber,0.5,50.0,81.1,5,82,1754,A+,90.74,405,72,1114.02,16516,0
31,10.58,107.3,35.8,15.62,0.5288,3,C,50.78,0.3254,32.54,0.319,31.9,0.3396,33.96,Deep Focus Learner,0.25,25.0,37.41,0,42,1755,E,42.24,169,35,370.32,16517,10
19,12.99,114.78,38.17,16.67,0.5835,2,C,53.85,0.3354,33.54,0.4113,41.13,0.0811,8.11,Weekend Learner,0.25,25.0,34.7,0,52,1756,E,44.24,161,28,363.82,16518,9
10,6.95,70.45,21.7,20.0,0.3895,2,G,25.3,0.25,25.0,0.2439,24.39,0.3333,33.33,Fresh Starter,0.3,30.0,25.49,0,39,1757,G,31.32,44,10,69.52,16519,7
30,12.01,116.56,38.96,4.88,0.5044,3,E,44.69,0.2965,29.65,0.3162,31.62,0.2545,25.45,Deep Focus Learner,0.4,40.0,35.59,1,42,1758,E,42.57,172,33,396.38,16520,9
32,11.02,102.92,64.62,47.27,0.7442,4,A-,72.64,0.5735,57.35,0.6081,60.81,0.4921,49.21,Flexible Learner,0.6,60.0,67.67,5,66,1759,A-,75.24,211,39,429.9,16521,4
45,15.51,136.81,69.26,58.67,0.8598,5,A,87.54,0.6607,66.07,0.6987,69.87,0.6074,60.74,Consistent Climber,0.75,75.0,78.83,4,30,1760,A-,75.89,392,66,1023.73,16522,1
49,10.11,85.87,46.93,25.53,0.6001,5,B,63.97,0.3938,39.38,0.4152,41.52,0.2,20.0,Consistent Climber,0.45,45.0,41.71,1,98,1761,B,60.49,452,79,799.0,16523,8
37,9.9,90.66,40.53,20.34,0.5966,5,C+,58.24,0.4036,40.36,0.4268,42.68,0.2069,20.69,Consistent Climber,0.25,25.0,43.03,0,94,1762,C+,56.51,275,52,514.55,16524,10
38,15.19,162.55,56.12,35.64,0.7526,3,A-,77.23,0.484,48.4,0.5278,52.78,0.4507,45.07,Consistent Climber,0.45,45.0,67.22,1,78,1763,A-,75.21,250,51,774.65,16525,4
17,12.34,122.72,45.31,38.46,0.6986,2,B+,69.15,0.5,50.0,0.5455,54.55,0.3704,37.04,Deep Focus Learner,0.65,65.0,58.8,1,25,1764,C+,55.52,104,20,246.7,16526,7
61,15.99,138.51,69.66,52.85,0.8625,5,A+,92.34,0.6745,67.45,0.7625,76.25,0.5498,54.98,High Achiever,0.55,55.0,79.96,4,86,1765,A,85.57,510,84,1343.42,16527,1
15,11.33,108.81,57.83,37.84,0.7044,2,B+,65.46,0.5385,53.85,0.5816,58.16,0.3158,31.58,Weekend Learner,0.35,35.0,59.12,1,22,1766,C+,59.36,117,23,260.5,16528,4
27,13.35,130.73,50.16,28.0,0.7211,3,B+,66.36,0.487,48.7,0.4848,48.48,0.4909,49.09,Deep Focus Learner,0.5,50.0,63.59,0,74,1767,B+,68.86,154,29,387.17,16529,5
50,15.56,152.38,72.96,49.34,0.9413,6,A+,95.15,0.6607,66.07,0.71,71.0,0.6094,60.94,High Achiever,0.3,30.0,80.62,8,98,1768,A+,90.27,392,72,1120.6,16530,3
49,12.36,107.39,63.25,43.22,0.7738,5,A-,78.53,0.5276,52.76,0.5405,54.05,0.4831,48.31,Consistent Climber,0.4,40.0,61.46,4,90,1769,A-,73.98,398,68,840.68,16531,3
11,11.87,142.35,22.58,7.69,0.3262,2,G,25,0.1739,17.39,0.1765,17.65,0.1724,17.24,Fresh Starter,0.05,5.0,24.34,1,16,1770,G,24.03,46,11,130.58,16532,9
38,14.95,153.43,56.31,46.25,0.7717,5,A-,78.42,0.563,56.3,0.6667,66.67,0.4576,45.76,Consistent Climber,0.5,50.0,73.54,2,86,1771,A-,79.88,238,46,687.65,16533,6
41,11.17,114.26,65.23,47.5,0.8726,4,A,87.55,0.6241,62.41,0.6489,64.89,0.5641,56.41,High Achiever,0.7,70.0,72.32,3,70,1772,A,81.63,266,55,614.3,16534,3
19,16.08,164.78,30.5,15.0,0.5352,2,C,50.18,0.2418,24.18,0.2653,26.53,0.226,22.6,Weekend Learner,0.4,40.0,35.33,0,64,1773,E,42.44,244,47,755.78,16535,11
21,11.26,118.34,48.54,14.29,0.6245,2,C+,59.22,0.3889,38.89,0.4032,40.32,0.3696,36.96,Deep Focus Learner,0.5,50.0,46.71,0,66,1774,C,54.3,108,23,258.87,16536,5
41,11.73,106.34,57.89,39.81,0.7746,4,A-,75.97,0.539,53.9,0.5969,59.69,0.24,24.0,Consistent Climber,0.55,55.0,61.44,3,94,1775,A-,73.73,308,55,644.93,16537,6
8,9.89,81.34,37.59,0.0,0.5733,1,E,43.36,0.3636,36.36,0.2895,28.95,0.8333,83.33,Fresh Starter,0.25,25.0,48.89,1,12,1776,E,42.04,44,8,79.13,16538,5
53,9.11,85.83,80.07,67.52,0.9385,6,A+,96.3,0.7903,79.03,0.8027,80.27,0.7119,71.19,High Achiever,0.9,90.0,83.07,8,90,1777,A+,95.34,434,86,783.77,16539,0
47,9.78,96.38,62.18,39.08,0.7837,5,A-,79.22,0.5958,59.58,0.6157,61.57,0.5152,51.52,Consistent Climber,0.5,50.0,66.14,1,90,1778,A-,76.01,334,68,665.3,16540,2
37,10.77,94.23,39.03,12.5,0.4836,4,E,43.17,0.3272,32.72,0.3364,33.64,0.2909,29.09,Flexible Learner,0.5,50.0,37.37,1,54,1779,E,43.58,272,49,527.72,16541,10
35,13.44,127.28,50.11,25.61,0.727,4,A-,72.97,0.4802,48.02,0.5424,54.24,0.3333,33.33,Consistent Climber,0.5,50.0,55.68,1,54,1780,B,61.22,252,46,618.4,16542,8
43,10.76,101.65,52.02,38.89,0.6622,5,B+,67.36,0.4639,46.39,0.4615,46.15,0.4722,47.22,Consistent Climber,0.35,35.0,52.9,0,54,1781,B,61.21,332,64,688.52,16543,6
42,13.71,139.83,70.64,52.13,0.7963,4,A,84.24,0.6216,62.16,0.6794,67.94,0.5625,56.25,High Achiever,0.7,70.0,76.39,5,98,1782,A,89.89,259,51,699.12,16544,1
16,18.44,183.25,22.63,8.11,0.5072,2,E,44.94,0.1942,19.42,0.2222,22.22,0.1791,17.91,Deep Focus Learner,0.1,10.0,33.95,0,24,1783,G,32.95,103,19,350.38,16545,9
16,11.99,111.26,25.61,5.26,0.3951,2,G,25,0.2184,21.84,0.2373,23.73,0.1786,17.86,Fresh Starter,0.2,20.0,25.38,0,24,1784,G,30.21,87,16,191.9,16546,9
19,12.88,127.88,54.56,30.43,0.7373,2,A-,70.84,0.4834,48.34,0.5566,55.66,0.3111,31.11,Weekend Learner,0.65,65.0,58.77,2,40,1785,B,63.26,151,29,373.4,16547,5
35,9.35,86.32,31.68,7.14,0.4604,3,E,44.09,0.2748,27.48,0.2798,27.98,0.2414,24.14,Flexible Learner,0.1,10.0,30.41,0,70,1786,D,45.46,222,42,392.52,16548,14
22,16.85,170.13,34.11,9.8,0.4805,2,E,43.32,0.2893,28.93,0.3934,39.34,0.1833,18.33,Deep Focus Learner,0.05,5.0,34.55,0,30,1787,G,36.06,121,23,387.55,16549,7
22,10.04,92.68,23.55,7.41,0.3763,2,G,25,0.1667,16.67,0.1545,15.45,0.3,30.0,Fresh Starter,0.2,20.0,23.7,1,42,1788,G,29.59,120,22,220.82,16550,9
32,13.03,107.78,46.87,38.1,0.6671,3,B+,65.24,0.4509,45.09,0.4607,46.07,0.3939,39.39,Flexible Learner,0.55,55.0,47.94,0,54,1789,C,53.99,224,36,469.17,16551,7
46,11.75,128.29,54.92,23.44,0.6495,5,B+,68.3,0.513,51.3,0.5741,57.41,0.4206,42.06,Consistent Climber,0.25,25.0,61.56,1,98,1790,A-,72.39,269,58,681.33,16552,5
44,9.18,86.49,46.98,40.0,0.6532,5,B,62.29,0.4333,43.33,0.4576,45.76,0.2647,26.47,Flexible Learner,0.6,60.0,47.78,1,42,1791,C,50.97,270,54,495.67,16553,9
25,15.41,170.54,35.91,7.89,0.513,3,E,44.02,0.2752,27.52,0.4054,40.54,0.2321,23.21,Deep Focus Learner,0.2,20.0,36.72,0,54,1792,G,39.75,149,31,477.63,16554,7
30,10.33,100.77,50.45,32.76,0.7226,3,B+,69.22,0.4946,49.46,0.5155,51.55,0.36,36.0,Flexible Learner,0.2,20.0,50.65,1,66,1793,C+,59.59,186,36,371.87,16555,8
43,13.45,143.84,69.13,52.73,0.8734,5,A,87.26,0.6715,67.15,0.7405,74.05,0.6096,60.96,High Achiever,0.45,45.0,78.69,4,66,1794,A,80.4,277,57,766.8,16556,1
27,11.32,113.69,40.26,16.22,0.5359,3,D,47.95,0.3052,30.52,0.3265,32.65,0.2679,26.79,Flexible Learner,0.3,30.0,38.5,2,54,1795,D,46.13,154,32,362.15,16557,10
41,15.49,172.6,42.71,21.74,0.6417,5,B+,66.5,0.3828,38.28,0.4643,46.43,0.3495,34.95,Consistent Climber,0.35,35.0,56.21,1,90,1796,B+,65.4,290,61,944.62,16558,10
25,11.88,101.41,41.0,33.33,0.6521,2,B,60.68,0.4192,41.92,0.4184,41.84,0.4231,42.31,Deep Focus Learner,0.55,55.0,50.92,0,42,1797,C,50.55,167,28,332.65,16559,8
26,11.84,108.02,41.11,8.57,0.5,3,E,43.53,0.3438,34.38,0.3607,36.07,0.2895,28.95,Deep Focus Learner,0.25,25.0,36.32,1,42,1798,E,43.81,160,29,343.48,16560,10
42,10.75,99.31,54.56,34.67,0.6933,5,A-,74.16,0.5216,52.16,0.5458,54.58,0.4262,42.62,Consistent Climber,0.35,35.0,60.15,1,86,1799,B+,69.98,301,56,602.22,16561,6
45,9.77,86.08,46.65,25.45,0.6362,6,C+,57.84,0.4056,40.56,0.404,40.4,0.4167,41.67,Flexible Learner,0.4,40.0,46.02,0,66,1800,C+,55.61,286,53,517.72,16562,9
39,11.05,97.9,57.69,31.88,0.6499,5,B,64.7,0.52,52.0,0.5586,55.86,0.2955,29.55,Consistent Climber,0.55,55.0,52.41,2,98,1801,B+,69.3,300,53,585.88,16563,4
37,10.09,94.42,49.05,26.53,0.6093,7,C+,59.73,0.4435,44.35,0.4585,45.85,0.3721,37.21,Flexible Learner,0.6,60.0,48.91,0,90,1802,B,64.7,248,48,484.33,16564,9
42,9.61,78.06,65.27,36.11,0.8447,5,A,82.45,0.6074,60.74,0.6013,60.13,0.68,68.0,High Achiever,0.75,75.0,63.74,3,98,1803,A,80.97,326,55,528.42,16565,3
19,8.66,81.53,57.31,30.77,0.6935,3,B+,66.05,0.53,53.0,0.5287,52.87,0.5385,53.85,Deep Focus Learner,0.35,35.0,59.27,1,52,1804,B,63.87,100,20,173.28,16566,3
41,10.84,92.76,45.91,32.43,0.5978,5,B,62.07,0.4302,43.02,0.4377,43.77,0.3778,37.78,Consistent Climber,0.2,20.0,47.89,0,98,1805,B,61.82,358,63,683.12,16567,8
24,19.41,175.65,29.09,19.61,0.5793,2,E,42.77,0.2361,23.61,0.2281,22.81,0.2414,24.14,Fresh Starter,0.25,25.0,38.92,0,46,1806,E,43.28,144,24,465.92,16568,9
37,15.69,152.52,44.29,20.41,0.612,5,B,63.73,0.3755,37.55,0.4203,42.03,0.3309,33.09,Consistent Climber,0.3,30.0,51.32,2,66,1807,C+,58.55,277,51,800.05,16569,9
24,8.95,77.91,22.05,4.76,0.3563,3,G,25,0.2348,23.48,0.2222,22.22,0.5,50.0,Fresh Starter,0.05,5.0,25.49,0,54,1808,G,29.71,132,24,214.82,16570,11
36,14.22,159.59,54.92,32.95,0.7156,3,A-,70.95,0.4713,47.13,0.5567,55.67,0.415,41.5,Flexible Learner,0.4,40.0,64.35,3,58,1809,B+,67.33,244,52,739.2,16571,7
41,11.8,113.35,54.39,36.51,0.7288,3,B+,68.98,0.5022,50.22,0.509,50.9,0.4844,48.44,Flexible Learner,0.55,55.0,58.96,2,42,1810,B,62.35,231,44,519.37,16572,7
26,15.4,152.82,28.43,9.52,0.5381,2,D,48.18,0.2703,27.03,0.3243,32.43,0.2162,21.62,Deep Focus Learner,0.3,30.0,36.43,0,54,1811,E,42.8,148,28,431.13,16573,10
25,12.58,118.36,34.67,16.67,0.4471,3,E,42.07,0.2541,25.41,0.2798,27.98,0.1974,19.74,Weekend Learner,0.25,25.0,31.62,0,78,1812,E,43.58,244,45,566.03,16574,13
39,14.96,138.02,62.76,33.91,0.7822,5,A-,77.91,0.5046,50.46,0.5365,53.65,0.4593,45.93,Consistent Climber,0.5,50.0,63.07,5,54,1813,A-,70.71,327,57,852.83,16575,6
20,12.27,125.81,59.74,38.78,0.7434,2,A-,72.36,0.5822,58.22,0.6604,66.04,0.375,37.5,Weekend Learner,0.35,35.0,69.29,3,54,1814,A-,74.64,146,29,355.93,16576,2
32,11.22,109.7,68.87,48.78,0.7623,3,A-,72.43,0.5978,59.78,0.614,61.4,0.5692,56.92,Flexible Learner,0.45,45.0,69.41,4,54,1815,A-,75.8,179,35,392.72,16577,2
20,12.55,153.01,41.91,21.43,0.5133,3,C,50.28,0.3679,36.79,0.5,50.0,0.2879,28.79,Weekend Learner,0.35,35.0,44.76,1,42,1816,D,47.32,106,26,326.35,16578,5
46,9.36,83.58,53.95,26.97,0.6309,5,B,64.84,0.4439,44.39,0.442,44.2,0.4615,46.15,Consistent Climber,0.65,65.0,48.93,2,82,1817,B,62.85,401,74,692.82,16579,6
16,12.33,102.77,48.56,34.48,0.7079,2,B,62.8,0.487,48.7,0.4945,49.45,0.4583,45.83,Deep Focus Learner,0.6,60.0,58.38,0,24,1818,C+,56.44,115,19,234.35,16580,6
33,10.28,92.29,49.17,31.25,0.7167,4,B+,67.68,0.4581,45.81,0.4737,47.37,0.2778,27.78,Flexible Learner,0.4,40.0,46.71,1,54,1819,C+,55.37,227,42,431.77,16581,9
40,15.75,163.03,44.94,26.73,0.7014,4,B+,66.26,0.4029,40.29,0.4404,44.04,0.3787,37.87,Flexible Learner,0.4,40.0,52.94,0,100,1820,B+,66.05,278,54,850.7,16582,9
34,12.63,117.78,54.09,33.8,0.6693,3,B,63.14,0.5,50.0,0.5575,55.75,0.3333,33.33,Flexible Learner,0.45,45.0,56.88,1,42,1821,B,61.6,234,43,542.9,16583,5
23,12.58,154.01,51.03,42.5,0.82,3,A-,74.67,0.578,57.8,0.6,60.0,0.5625,56.25,Deep Focus Learner,0.7,70.0,75.9,2,54,1822,A-,75.54,109,26,327.1,16584,5
18,10.75,101.28,45.81,36.84,0.6203,3,C+,57.99,0.4603,46.03,0.5287,52.87,0.3077,30.77,Weekend Learner,0.65,65.0,51.68,0,39,1823,C,53.27,126,24,257.97,16585,4
12,9.35,105.47,32.88,0.0,0.3481,2,G,25,0.2642,26.42,0.2,20.0,0.3214,32.14,Fresh Starter,0.3,30.0,28.91,1,18,1824,G,32.56,53,12,112.15,16586,6
33,9.48,85.16,59.75,46.51,0.6807,5,B,63.35,0.5695,56.95,0.567,56.7,0.5862,58.62,Flexible Learner,0.45,45.0,59.17,2,54,1825,B,63.4,223,41,388.6,16587,4
37,11.16,116.82,49.08,23.21,0.694,4,B+,68.73,0.4167,41.67,0.4684,46.84,0.3171,31.71,Consistent Climber,0.35,35.0,46.35,2,78,1826,C+,58.81,240,50,558.12,16588,8
31,16.15,169.48,47.46,31.25,0.6443,4,B,60.61,0.4222,42.22,0.5484,54.84,0.3559,35.59,Deep Focus Learner,0.5,50.0,60.45,3,42,1827,C+,59.63,180,36,581.42,16589,9
32,17.91,179.43,39.1,11.43,0.676,3,B,62.0,0.3583,35.83,0.4638,46.38,0.2966,29.66,Deep Focus Learner,0.05,5.0,51.96,0,66,1828,C+,56.47,187,35,626.78,16590,9
19,14.95,170.21,36.24,16.67,0.5806,2,E,43.82,0.3448,34.48,0.5,50.0,0.2712,27.12,Fresh Starter,0.35,35.0,46.89,0,40,1829,D,48.22,87,19,284.03,16591,8
29,18.23,172.48,40.69,11.29,0.5559,5,C+,56.4,0.2989,29.89,0.4483,44.83,0.1649,16.49,Flexible Learner,0.6,60.0,42.39,1,54,1830,D,48.17,184,33,601.5,16592,9
23,17.49,176.29,12.13,2.04,0.4871,3,G,36.0,0.1475,14.75,0.2182,21.82,0.0896,8.96,Fresh Starter,0.15,15.0,24.18,0,58,1831,G,25.81,122,23,402.32,16593,9
